x	y
2.5	4.33215145067372
1.88653512581471	2.37833867246974
1.832090543615	2.35830623370561
1.81228448795687	2.35554084708706
1.80407422733454	2.35505808426532
1.80050851284954	2.35496642357497
1.79892996946821	2.3549484077534
1.79822532872176	2.35494481331345
1.79790963140844	2.35494409139976
1.79776795936808	2.3549439459802
1.79770433617332	2.35494391664863
1.79767575437759	2.35494391072884
1.7976629125263	2.35494390953378
1.79765714227734	2.35494390929249
1.7976545494452	2.35494390924377
1.79765338435362	2.35494390923394
1.79765286081547	2.35494390923195
1.79765262556106	2.35494390923155
1.79765251984821	2.35494390923147
1.79765247234555	2.35494390923145
1.79765245099995	2.35494390923145
